,topic numbers,Combined Text
0,average score,0.391077249773885
1,std dev,0.1958781144506648
2,0,0.3531095264134339
3,1,0.5472261338188347
4,2,0.3043241085810243
5,3,0.3958598848169487
6,4,0.40139726136974774
7,5,0.7110165715049573
8,6,0.8393359422492452
9,7,0.5296718878890477
10,8,0.7326188439324435
11,9,0.6876188203081248
12,10,0.3273765765434043
13,11,0.2987262137457934
14,12,0.38008489381355465
15,13,0.34157324456844107
16,14,0.4232577453461501
17,15,0.6982926111244943
18,16,0.22073688076262613
19,17,0.7013687502979687
20,18,0.2557698824591701
21,19,0.6863570424885648
22,20,0.5293832262861747
23,21,0.3812891003119202
24,22,0.3580104540344318
25,23,0.5480091969742067
26,24,0.7800443115310138
27,25,0.2429683262385327
28,26,0.5307366731858869
29,27,0.49175500857947585
30,28,0.1754696051192942
31,29,0.641524611304475
32,30,0.9176327322095756
33,31,0.3612323848258665
34,32,0.37228347997864325
35,33,0.20048910472578935
36,34,0.23418612880667422
37,35,0.6689098921373522
38,36,0.6690980314402626
39,37,0.7222892452544969
40,38,0.7183849242045939
41,39,0.30296897656610167
42,40,0.21300144433060503
43,41,0.21897573712275795
44,42,0.5314668299049293
45,43,0.35101535651919946
46,44,0.5920402251440429
47,45,0.2875708558463909
48,46,0.6602883717453383
49,47,0.7167785422552502
50,48,0.3549893760281275
51,49,0.2694741718679116
52,50,0.35921547752869426
53,51,0.21899377956361565
54,52,0.518857782101142
55,53,0.3931904855826722
56,54,0.26301508861370493
57,55,0.3557288277772736
58,56,0.2335349510859594
59,57,0.35891507356916946
60,58,0.5353100058013704
61,59,0.11032144575506084
62,60,0.15617735007403094
63,61,0.5593372520169109
64,62,0.33895877547661274
65,63,0.7019433742736413
66,64,0.44080308374176846
67,65,0.24649341037052247
68,66,0.29580236537538146
69,67,0.2519112542790988
70,68,0.3354187568473864
71,69,0.20369240248603604
72,70,0.3650967303841301
73,71,0.3019788084000104
74,72,0.43582856217426585
75,73,0.16750036002296886
76,74,0.23776210539102066
77,75,0.20661530663585675
78,76,0.21516549784357789
79,77,0.36975969597028396
80,78,0.4103615257839016
81,79,0.3642126446776735
82,80,0.20425542587416617
83,81,0.1680619833763723
84,82,0.3135363912796465
85,83,0.8708581575576277
86,84,0.8648137174753282
87,85,0.19378447616444555
88,86,0.35297954282644994
89,87,0.25697393168521987
90,88,0.22312595575807753
91,89,0.2836025189626048
92,90,0.3620512713600348
93,91,0.3797428039835534
94,92,0.20134591130157825
95,93,0.26965855810445805
96,94,0.22415870873756455
97,95,0.21434588332704335
98,96,0.166278486758954
99,97,0.09061249186992842
100,98,0.2706932062460855
101,99,0.09135721856422355
102,100,0.36402817325978454
103,101,0.1939051087286181
104,102,0.7514935970466669
105,103,0.20296042229354602
106,104,0.31230878479083984
107,105,0.20941340553772184
108,106,0.29256481078699714
109,107,0.19453765374188667
110,108,0.36734914830966525
111,109,0.2978084033012191
